"ID","Source","Family","Species","CommonName","Island","FirstRecorded","Notes"
"4353","Insects of Micronesia 4(2)","Talitridae","Orchestia floresiana Weber",NULL,"Yap","1950",NULL
"4354","Insects of Micronesia 4(2)","Talitridae","Orchestia floresiana Weber",NULL,"Caroline Atolls","1952",NULL
"4355","Insects of Micronesia 4(2)","Talitridae","Orchestia floresiana Weber",NULL,"Gilbert Is.","1951",NULL
"4356","Insects of Micronesia 4(2)","Talitridae","Orchestia floresiana Weber",NULL,"Fiji","1938",NULL
"4357","Insects of Micronesia 4(2)","Talitridae","Orchestia floresiana vitilevana Barnard",NULL,"Fiji","1938",NULL
"4358","Insects of Micronesia 4(2)","Talitridae","Orchestia ponapensis Barnard",NULL,"Ponape","1948",NULL
"4359","Insects of Micronesia5(1)","Chlorocyphidae","Rhinocypha ogasawarensis Oguna",NULL,"Bonin Is","1958",NULL
"4360","Insects of Micronesia5(1)","Lestidae","Lestes boninensis (Asahina)",NULL,"Bonin Is.","1960",NULL
"4361","Insects of Micronesia5(1)","Platystictidae","Drepanosticta palauensis Lieftinck",NULL,"Babelthuap","1938",NULL
"4362","Insects of Micronesia5(1)","Coenagrionidae","Teinobasis palauensis Lieftinck",NULL,"Babelthuap","1947",NULL
"4363","Insects of Micronesia5(1)","Coenagrionidae","Teinobasis carolinensis Lieftinck",NULL,"Truk","1937",NULL
"4364","Insects of Micronesia5(1)","Coenagrionidae","Teinobasis ponapensis Lieftinck",NULL,"Ponape","1950",NULL
"4365","Insects of Micronesia5(1)","Coenagrionidae","Teinobasis fortis Lieftinck",NULL,"Ponape","1936",NULL
"4366","Insects of Micronesia5(1)","Coenagrionidae","Teinobasis nigrolutia Lieftinck",NULL,"Ponape","1948",NULL
"4367","Insects of Micronesia5(1)","Coenagrionidae","Teinobasis ariel lieftinck",NULL,"Ponape","1937",NULL
"4368","Insects of Micronesia5(1)","Coenagrionidae","Teinobasis aerides Lieftinck",NULL,"Ponape","1950",NULL
"4369","Insects of Micronesia5(1)","Coenagrionidae","Pseudagrion palauense Lieftinck",NULL,"Babelthuap","1936",NULL
"4370","Insects of Micronesia5(1)","Coenagrionidae","Ischura aurora aurora Brauer",NULL,"Saipan","1937",NULL
"4371","Insects of Micronesia5(1)","Coenagrionidae","Ischura aurora aurora Brauer",NULL,"Yap","1950",NULL
"4372","Insects of Micronesia5(1)","Coenagrionidae","Ischura aurora aurora Brauer",NULL,"Caroline Atolls","1949",NULL
"4373","Insects of Micronesia5(1)","Coenagrionidae","Ischura aurora aurora Brauer",NULL,"Truk","1937",NULL
"4374","Insects of Micronesia5(1)","Coenagrionidae","Ischura aurora aurora Brauer",NULL,"Ponape","1938",NULL
"4375","Insects of Micronesia5(1)","Coenagrionidae","Ischura aurora aurora Brauer",NULL,"Kusaie","1937",NULL
"4376","Insects of Micronesia5(1)","Coenagrionidae","Ischura aurora aurora Brauer",NULL,"Marshall Is.","1937",NULL
"4377","Insects of Micronesia5(1)","Coenagrionidae","Ischura aurora aurora Brauer",NULL,"Gilbert Is.","1951",NULL
"4378","Insects of Micronesia5(1)","Coenagrionidae","Ischura senegalensis (Rambur)",NULL,"Bonin Is.","1958",NULL
"4379","Insects of Micronesia5(1)","Coenagrionidae","Ischura ezoin Asahina",NULL,"Bonin Is.","1958",NULL
"4380","Insects of Micronesia5(1)","Coenagrionidae","Ischura Torresisana Tillyard",NULL,"Babelthuap","1939",NULL
"4381","Insects of Micronesia5(1)","Coenagrionidae","Agriocemis femina femina Brauer",NULL,"Saipan","1945",NULL
"4382","Insects of Micronesia5(1)","Coenagrionidae","Agriocemis femina femina Brauer",NULL,"Babelthuap","1939",NULL
"4383","Insects of Micronesia5(1)","Coenagrionidae","Agriocemis femina femina Brauer",NULL,"Yap","1952",NULL
"4384","Insects of Micronesia5(1)","Coenagrionidae","Agriocemis femina oryzae Liftinck",NULL,"Ryukyu Is. Okinawa","1945",NULL
"4385","Insects of Micronesia5(1)","Aeshnidae","Anaciaschna jaspidea Burmeister",NULL,"Saipan","1951",NULL
"4386","Insects of Micronesia5(1)","Aeshnidae","Anaciaschna jaspidea Burmeister",NULL,"Babelthuap","1947",NULL
"4387","Insects of Micronesia5(1)","Aeshnidae","Anaciaschna jaspidea Burmeister",NULL,"Yap","1950",NULL
"4388","Insects of Micronesia5(1)","Aeshnidae","Anax parthenope julius Brauer",NULL,"Asahina","1952",NULL
"4389","Insects of Micronesia5(1)","Aeshnidae","Anax guttatus Burmeister",NULL,"Caroline Atolls","1953",NULL
"4390","Insects of Micronesia5(1)","Aeshnidae","Anax guttatus Burmeister",NULL,"Ponape","1928",NULL
"4391","Insects of Micronesia5(1)","Aeshnidae","Anax guttatus Burmeister",NULL,"Kusaie","1953",NULL
"4392","Insects of Micronesia5(1)","Aeshnidae","Anax guttatus Burmeister",NULL,"Wake atoll","1952",NULL
"4393","Insects of Micronesia5(1)","Aeshnidae","Anax guttatus Burmeister",NULL,"Marshall Is.","1950",NULL
"4394","Insects of Micronesia5(1)","Aeshnidae","Anax guttatus Burmeister",NULL,"Gilbert Is.","1951",NULL
"4395","Insects of Micronesia5(1)","Aeshnidae","Anax Piraticus Kennedy",NULL,"Saipan","1944",NULL
"4396","Insects of Micronesia5(1)","Corduliidae","Hermicordulia mindana Needham and Gyger",NULL,"Mindanao","1937",NULL
"4397","Insects of Micronesia5(1)","Corduliidae","Hermicordulia mindana Needham and Gyger",NULL,"Guam","1936",NULL
"4398","Insects of Micronesia5(1)","Corduliidae","Hermicordulia ogasawarensis Oguma",NULL,"Bonin Is.","1949",NULL
"4399","Insects of Micronesia5(1)","Corduliidae","Hermicordulia  lulico Asahina",NULL,"Babelthuap","1941",NULL
"4400","Insects of Micronesia5(1)","Corduliidae","Hermicordulia  lulico Asahina",NULL,"Yap","1939",NULL
"4401","Insects of Micronesia5(1)","Corduliidae","Hermicordulia haluco Asahina",NULL,"Ponape","1948",NULL
"4402","Insects of Micronesia5(1)","Corduliidae","Hermicordulia erico Asahina",NULL,"Kusaie","1949",NULL
"4403","Insects of Micronesia5(1)","Libellulidae","Pacificothemis esakii Asahina",NULL,"Ponape","1950",NULL
"4404","Insects of Micronesia5(1)","Libellulidae","Lyriothemis insularis(Oguma)",NULL,"Bonin Is.","1951",NULL
"4405","Insects of Micronesia5(1)","Libellulidae","Agrionoptera insignis yapensis Lieftinck",NULL,"Yap","1950",NULL
"4406","Insects of Micronesia5(1)","Libellulidae","Agrionoptera insignis guamensis Lieftinck",NULL,"Guam","1945",NULL
"4407","Insects of Micronesia5(1)","Libellulidae","Agrionoptera cardinalis Lieftinck",NULL,"Babelthuap","1947",NULL
"4408","Insects of Micronesia5(1)","Libellulidae","Agrionoptera sanguinolenta Lieftinck",NULL,"Caroline Atolls","1949",NULL
"4409","Insects of Micronesia5(1)","Libellulidae","Agrionoptera Sangguinolenta pusilla Lieftinck",NULL,"Truk","1949",NULL
"4410","Insects of Micronesia5(1)","Libellulidae","Orthetrum sabina sabina (Drury)",NULL,"Asahina","1940",NULL
"4411","Insects of Micronesia5(1)","Libellulidae","Neurothemis terminata terminata Ris",NULL,"Babelthuap","1947",NULL
"4412","Insects of Micronesia5(1)","Libellulidae","Neurothemis terminata terminata Ris",NULL,"Yap","1951",NULL
"4413","Insects of Micronesia5(1)","Libellulidae","Diplacodes Trivialis (Rambur)",NULL,"Caroline Atolls","1952",NULL
"4414","Insects of Micronesia5(1)","Libellulidae","Diplacodis bipunctata (Brauer)",NULL,"Bonin Is.","1951",NULL
"4415","Insects of Micronesia5(1)","Libellulidae","Diplacodis bipunctata (Brauer)",NULL,"Pagan","1951",NULL
"4416","Insects of Micronesia5(1)","Libellulidae","Diplacodis bipunctata (Brauer)",NULL,"Saipan","1944",NULL
"4417","Insects of Micronesia5(1)","Libellulidae","Diplacodis bipunctata (Brauer)",NULL,"Babelthuap","1947",NULL
"4418","Insects of Micronesia5(1)","Libellulidae","Diplacodis bipunctata (Brauer)",NULL,"Yap","1950",NULL
"4419","Insects of Micronesia5(1)","Libellulidae","Diplacodis bipunctata (Brauer)",NULL,"Truk","1949",NULL
"4420","Insects of Micronesia5(1)","Libellulidae","Diplacodis bipunctata (Brauer)",NULL,"Ponape","1948",NULL
"4421","Insects of Micronesia5(1)","Libellulidae","Diplacodis bipunctata (Brauer)",NULL,"Kusaie","1952",NULL
"4422","Insects of Micronesia5(1)","Libellulidae","Diplacodis bipunctata (Brauer)",NULL,"Marshall Is.","1945",NULL
"4423","Insects of Micronesia5(1)","Libellulidae","Diplacodis bipunctata (Brauer)",NULL,"Gilbert Is.","1944",NULL
"4424","Insects of Micronesia5(1)","Libellulidae","Zyxomma petiolatum Rambur",NULL,"Asahina","1940",NULL
"4425","Insects of Micronesia5(1)","Libellulidae","Tholymis tillarga (Fabricius)",NULL,"Anatahan","1951",NULL
"4426","Insects of Micronesia5(1)","Libellulidae","Tholymis tillarga (Fabricius)",NULL,"Saipan","1944",NULL
"4427","Insects of Micronesia5(1)","Libellulidae","Tholymis tillarga (Fabricius)",NULL,"Babelthuap","1949",NULL
"4428","Insects of Micronesia5(1)","Libellulidae","Tholymis tillarga (Fabricius)",NULL,"Yap","1950",NULL
"4429","Insects of Micronesia5(1)","Libellulidae","Tholymis tillarga (Fabricius)",NULL,"Caroline Atolls","1953",NULL
"4430","Insects of Micronesia5(1)","Libellulidae","Tholymis tillarga (Fabricius)",NULL,"Truk","1949",NULL
"4431","Insects of Micronesia5(1)","Libellulidae","Tholymis tillarga (Fabricius)",NULL,"Ponape","1949",NULL
"4432","Insects of Micronesia5(1)","Libellulidae","Tholymis tillarga (Fabricius)",NULL,"Gilbert Is.","1956",NULL
"4433","Insects of Micronesia5(1)","Libellulidae","Pantala flavescens ( Fabricius)",NULL,"Saipan","1944",NULL
"4434","Insects of Micronesia5(1)","Libellulidae","Pantala flavescens ( Fabricius)",NULL,"Bonin Is","1951",NULL
"4435","Insects of Micronesia5(1)","Libellulidae","Pantala flavescens ( Fabricius)",NULL,"Babelthuap","1949",NULL
"4436","Insects of Micronesia5(1)","Libellulidae","Pantala flavescens ( Fabricius)",NULL,"Yap","1952",NULL
"4437","Insects of Micronesia5(1)","Libellulidae","Pantala flavescens ( Fabricius)",NULL,"Caroline Atolls","1953",NULL
"4438","Insects of Micronesia5(1)","Libellulidae","Pantala flavescens ( Fabricius)",NULL,"Ponape","1950",NULL
"4439","Insects of Micronesia5(1)","Libellulidae","Pantala flavescens ( Fabricius)",NULL,"Kusaie","1953",NULL
"4440","Insects of Micronesia5(1)","Libellulidae","Pantala flavescens ( Fabricius)",NULL,"Marshall Is.","1958",NULL
"4441","Insects of Micronesia5(1)","Libellulidae","Rhyothemis phyllis vitelina Braeur",NULL,"Guam","1945",NULL
"4442","Insects of Micronesia5(1)","Libellulidae","Rhyothemis phyllis vitelina Braeur",NULL,"Babelthuap","1947",NULL
"4443","Insects of Micronesia5(1)","Libellulidae","Rhyothemis phyllis vitelina Braeur",NULL,"Yap","1950",NULL
"4444","Insects of Micronesia5(1)","Libellulidae","Rhyothemis regia chalcoptilon (Brauer)",NULL,"Pagan","1951",NULL
"4445","Insects of Micronesia5(1)","Libellulidae","Rhyothemis regia chalcoptilon (Brauer)",NULL,"Saipan","1951",NULL
"4446","Insects of Micronesia5(1)","Libellulidae","Tramea virginia (Rambur)",NULL,"Asahina","1952",NULL
"4447","Insects of Micronesia5(1)","Libellulidae","Tramea loewi Brauer",NULL,"Yap","1950",NULL
"4448","Insects of Micronesia5(1)","Libellulidae","Tramea transmarina Brauer",NULL,"Treubia","1949",NULL
"4449","Insects of Micronesia5(1)","Libellulidae","Tramea transmarina euryale Selys",NULL,"Bonin Is.","1951",NULL
"4450","Insects of Micronesia5(1)","Libellulidae","Tramea transmarina euryale Selys",NULL,"Saipan","1944",NULL
"4451","Insects of Micronesia5(1)","Libellulidae","Tramea transmarina euryale Selys",NULL,"Babelthuap","1952",NULL
"4452","Insects of Micronesia5(1)","Libellulidae","Tramea transmarina propinqua Lieftinck",NULL,"Truk","1952",NULL
"4453","Insects of Micronesia5(1)","Libellulidae","Tramea transmarina propinqua Lieftinck",NULL,"Ponape","1928",NULL
"4454","Insects of Micronesia5(1)","Libellulidae","Tramea transmarina propinqua Lieftinck",NULL,"Kusaie","1949",NULL
"4455","Insects of Micronesia5(1)","Libellulidae","Tramea transmarina propinqua Lieftinck",NULL,"Marshall Is.","1941",NULL
"4456","Insects of Micronesia5(1)","Libellulidae","Tramea transmarina propinqua Lieftinck",NULL,"Gilbert Is.","1944",NULL
"4457","Insects of Micronesia5(1)","Libellulidae","Macrodiplax cora Brauer",NULL,"Saipan","1951",NULL
"4458","Insects of Micronesia5(1)","Libellulidae","Macrodiplax cora Brauer",NULL,"Yap","1950",NULL
"4459","Insects of Micronesia 5(2)","Cacinophoridae","Gonolabis insulana Brindle",NULL,"Yap","1950",NULL
"4460","Insects of Micronesia 5(2)","Cacinophoridae","Gonolabis insulana Brindle",NULL,"Ponape","1936",NULL
"4461","Insects of Micronesia 5(2)","Cacinophoridae","Euborellia stali (Dohrn)",NULL,"Bonin Is","1958",NULL
"4462","Insects of Micronesia 5(2)","Cacinophoridae","Euborellia stali (Dohrn)",NULL,"Saipan","1944",NULL
"4463","Insects of Micronesia 5(2)","Cacinophoridae","Euborellia stali (Dohrn)",NULL,"Tinian","1945",NULL
"4464","Insects of Micronesia 5(2)","Cacinophoridae","Euborellia stali (Dohrn)",NULL,"Guam","1945",NULL
"4465","Insects of Micronesia 5(2)","Cacinophoridae","Euborellia stali (Dohrn)",NULL,"Babelthuap","1947",NULL
"4466","Insects of Micronesia 5(2)","Cacinophoridae","Euborellia stali (Dohrn)",NULL,"Yap","1950",NULL
"4467","Insects of Micronesia 5(2)","Cacinophoridae","Euborellia stali (Dohrn)",NULL,"Truk","1949",NULL
"4468","Insects of Micronesia 5(2)","Cacinophoridae","Euborellia stali (Dohrn)",NULL,"Ponape","1950",NULL
"4469","Insects of Micronesia 5(2)","Cacinophoridae","Euborellia stali (Dohrn)",NULL,"Marshall Is.","1957",NULL
"4470","Insects of Micronesia 5(2)","Cacinophoridae","Euborellia stali (Dohrn)",NULL,"Gilbert Is.","1957",NULL
"4471","Insects of Micronesia 5(2)","Cacinophoridae","Euborellia stali (Dohrn)",NULL,"Wake atoll","1957",NULL
"4472","Insects of Micronesia 5(2)","Cacinophoridae","Euborellia annulipes (Lucas)",NULL,"Bonin Is.","1931",NULL
"4473","Insects of Micronesia 5(2)","Cacinophoridae","Euborellia annulipes (Lucas)",NULL,"Volcano Is.","1945",NULL
"4474","Insects of Micronesia 5(2)","Cacinophoridae","Euborellia annulipes (Lucas)",NULL,"Saipan","1944",NULL
"4475","Insects of Micronesia 5(2)","Cacinophoridae","Euborellia annulipes (Lucas)",NULL,"Peleliu","1948",NULL
"4476","Insects of Micronesia 5(2)","Cacinophoridae","Euborellia annulipes (Lucas)",NULL,"Yap","1950",NULL
"4477","Insects of Micronesia 5(2)","Cacinophoridae","Euborellia annulipes (Lucas)",NULL,"Truk","1949",NULL
"4478","Insects of Micronesia 5(2)","Cacinophoridae","Euborellia annulipes (Lucas)",NULL,"Marshall Is.","1949",NULL
"4479","Insects of Micronesia 5(2)","Cacinophoridae","Euborellia annulipes (Lucas)",NULL,"Gilbert Is.","1956",NULL
"4480","Insects of Micronesia 5(2)","Cacinophoridae","Euborellia annulipes (Lucas)",NULL,"Guam","1945",NULL
"4481","Insects of Micronesia 5(2)","Cacinophoridae","Euborellia annulipes (Lucas)",NULL,"Wake atoll","1959",NULL
"4482","Insects of Micronesia 5(2)","Cacinophoridae","Euborellia femoralis (Dohrn)",NULL,"Babelthuap","1957",NULL
"4483","Insects of Micronesia 5(2)","Cacinophoridae","Anisolabis maritima (Bonelli)",NULL,"Bonin Is","1949",NULL
"4484","Insects of Micronesia 5(2)","Cacinophoridae","Anisolabis maritima (Bonelli)",NULL,"Marshall Is.","1953",NULL
"4485","Insects of Micronesia 5(2)","Cacinophoridae","Anisolabis minutissima Brindle",NULL,"Peleliu","1948",NULL
"4486","Insects of Micronesia 5(2)","Cacinophoridae","Brachylabis greensladei Brindle",NULL,"Babelthuap","1947",NULL
"4487","Insects of Micronesia 5(2)","Cacinophoridae","Labidura riparia (Pallas)",NULL,"Saipan","1944",NULL
"4488","Insects of Micronesia 5(2)","Cacinophoridae","Labidura riparia (Pallas)",NULL,"Peleliu","1945",NULL
"4489","Insects of Micronesia 5(2)","Cacinophoridae","Labidura riparia (Pallas)",NULL,"Truk","1949",NULL
"4490","Insects of Micronesia 5(2)","Cacinophoridae","Labidura riparia (Pallas)",NULL,"Ponape","1950",NULL
"4491","Insects of Micronesia 5(2)","Cacinophoridae","Labidura riparia (Pallas)",NULL,"Marshall Is.","1946",NULL
"4492","Insects of Micronesia 5(2)","Cacinophoridae","Labidura riparia (Pallas)",NULL,"Wake atoll","1947",NULL
"4493","Insects of Micronesia 5(2)","Labiidae","Nesogaster reditus Rehn",NULL,"Guam","1945",NULL
"4494","Insects of Micronesia 5(2)","Labiidae","Nesogaster aculeatus (Bormans)",NULL,"Guam","1945",NULL
"4495","Insects of Micronesia 5(2)","Labiidae","Nesogaster aculeatus (Bormans)",NULL,"Babelthuap","1947",NULL
"4496","Insects of Micronesia 5(2)","Labiidae","Nesogaster aculeatus (Bormans)",NULL,"Yap","1950",NULL
"4497","Insects of Micronesia 5(2)","Labiidae","Nesogaster aculeatus (Bormans)",NULL,"Ponape","1950",NULL
"4498","Insects of Micronesia 5(2)","Labiidae","Nesogaster aculeatus (Bormans)",NULL,"Kusaie","1953",NULL
"4499","Insects of Micronesia 5(2)","Labiidae","Auchenomus javanus (Bormans)",NULL,"Babelthuap","1947",NULL
"4500","Insects of Micronesia 5(2)","Labiidae","Chaetospania nigritula Brindle",NULL,"Palau","1945",NULL
"4501","Insects of Micronesia 5(2)","Labiidae","Chaetospania fuscata Brindle",NULL,"Kusaie","1953",NULL
"4502","Insects of Micronesia 5(2)","Labiidae","Chaetospania fuscata clavata Brindle",NULL,"Guam","1945",NULL
"4503","Insects of Micronesia 5(2)","Labiidae","Chaetospania fuscata yapensis Brindle",NULL,"Yap","1950",NULL
"4504","Insects of Micronesia 5(2)","Labiidae","Chaetospania ponapensis Brindle",NULL,"Ponape","1948",NULL
"4505","Insects of Micronesia 5(2)","Labiidae","Chaetolabia esakii (Menozzi)",NULL,"Ponape","1948",NULL
"4506","Insects of Micronesia 5(2)","Labiidae","Chaetolabia esakii (Menozzi)",NULL,"Kusaie","1952",NULL
"4507","Insects of Micronesia 5(2)","Labiidae","Chaetolabia appendicina (Menozzi)",NULL,"Ponape","1948",NULL
"4508","Insects of Micronesia 5(2)","Labiidae","Chaetolabia appendicina (Menozzi)",NULL,"Truk","1941",NULL
"4509","Insects of Micronesia 5(2)","Labiidae","Chaetolabia spicata Brindle",NULL,"Peleliu","1948",NULL
"4510","Insects of Micronesia 5(2)","Labiidae","Labia curvicauda (Motsculsky)",NULL,"Volcano Is.","1944",NULL
"4511","Insects of Micronesia 5(2)","Labiidae","Labia curvicauda (Motsculsky)",NULL,"Saipan","1945",NULL
"4512","Insects of Micronesia 5(2)","Labiidae","Labia curvicauda (Motsculsky)",NULL,"Tinian","1945",NULL
"4513","Insects of Micronesia 5(2)","Labiidae","Labia curvicauda (Motsculsky)",NULL,"Guam","1945",NULL
"4514","Insects of Micronesia 5(2)","Labiidae","Labia curvicauda (Motsculsky)",NULL,"Babelthuap","1947",NULL
"4515","Insects of Micronesia 5(2)","Labiidae","Labia curvicauda (Motsculsky)",NULL,"Yap","1950",NULL
"4516","Insects of Micronesia 5(2)","Labiidae","Labia curvicauda (Motsculsky)",NULL,"Caroline Atolls","1947",NULL
"4517","Insects of Micronesia 5(2)","Labiidae","Labia curvicauda (Motsculsky)",NULL,"Truk","1949",NULL
"4518","Insects of Micronesia 5(2)","Labiidae","Labia curvicauda (Motsculsky)",NULL,"Ponape","1948",NULL
"4519","Insects of Micronesia 5(2)","Labiidae","Labia curvicauda (Motsculsky)",NULL,"Kusaie","1953",NULL
"4520","Insects of Micronesia 5(2)","Labiidae","Labia curvicauda (Motsculsky)",NULL,"Marshall Is.","1950",NULL
"4521","Insects of Micronesia 5(2)","Labiidae","Labia pilicornis (Motschulsky)",NULL,"Peleliu","1945",NULL
"4522","Insects of Micronesia 5(2)","Labiidae","Labia pilicornis (Motschulsky)",NULL,"Yap","1950",NULL
"4523","Insects of Micronesia 5(2)","Labiidae","Labia pilicornis (Motschulsky)",NULL,"Ponape","1950",NULL
"4524","Insects of Micronesia 5(2)","Labiidae","Labia pilicornis (Motschulsky)",NULL,"Kusaie","1953",NULL
"4525","Insects of Micronesia 5(2)","Labiidae","Marava arachidis (Yersin)",NULL,"Babelthuap","1951",NULL
"4526","Insects of Micronesia 5(2)","Labiidae","Marava arachidis (Yersin)",NULL,"Yap","1950",NULL
"4527","Insects of Micronesia 5(2)","Labiidae","Marava arachidis (Yersin)",NULL,"Truk","1952",NULL
"4528","Insects of Micronesia 5(2)","Labiidae","Marava arachidis (Yersin)",NULL,"Ponape","1946",NULL
"4529","Insects of Micronesia 5(2)","Labiidae","Marava arachidis (Yersin)",NULL,"Kusaie","1953",NULL
"4530","Insects of Micronesia 5(2)","Labiidae","Marava arachidis (Yersin)",NULL,"Marshall Is.","1944",NULL
"4531","Insects of Micronesia 5(2)","Labiidae","Marava arachidis (Yersin)",NULL,"Gilbert Is.","1957",NULL
"4532","Insects of Micronesia 5(2)","Labiidae","Marava feae (Dubrony)",NULL,"Peleliu","1945",NULL
"4533","Insects of Micronesia 5(2)","Chelisochidae","Proreus Laetior (Dohrn)",NULL,"Babelthuap","1947",NULL
"4534","Insects of Micronesia 5(2)","Chelisochidae","Proreus Laetior (Dohrn)",NULL,"Peleliu","1948",NULL
"4535","Insects of Micronesia 5(2)","Chelisochidae","Chelisoches morio (Fabricius)",NULL,"Saipan","1945",NULL
"4536","Insects of Micronesia 5(2)","Chelisochidae","Chelisoches morio (Fabricius)",NULL,"Guam","1945",NULL
"4537","Insects of Micronesia 5(2)","Chelisochidae","Chelisoches morio (Fabricius)",NULL,"Babelthuap","1947",NULL
"4538","Insects of Micronesia 5(2)","Chelisochidae","Chelisoches morio (Fabricius)",NULL,"Yap","1950",NULL
"4539","Insects of Micronesia 5(2)","Chelisochidae","Chelisoches morio (Fabricius)",NULL,"Caroline Atolls","1945",NULL
"4540","Insects of Micronesia 5(2)","Chelisochidae","Chelisoches morio (Fabricius)",NULL,"Ponape","1948",NULL
"4541","Insects of Micronesia 5(2)","Chelisochidae","Chelisoches morio (Fabricius)",NULL,"Kusaie","1953",NULL
"4542","Insects of Micronesia 5(2)","Chelisochidae","Chelisoches morio (Fabricius)",NULL,"Marshall Is.","1946",NULL
"4543","Insects of Micronesia 5(2)","Chelisochidae","Chelisoches morio (Fabricius)",NULL,"Gilbert Is.","1944",NULL
"4544","Insects of Micronesia 5(2)","Chelisochidae","Form with metallic eluytra",NULL,"Saipan","1945",NULL
"4545","Insects of Micronesia 5(2)","Chelisochidae","Form with metallic eluytra",NULL,"Babelthuap","1956",NULL
"4546","Insects of Micronesia 5(2)","Chelisochidae","Form with metallic eluytra",NULL,"Ponape","1927",NULL
"4547","Insects of Micronesia 5(2)","Chelisochidae","Form with metallic eluytra",NULL,"Marshall Is.","1945",NULL
"4548","Insects of Micronesia 5(2)","Chelisochidae","Unicolorous reddish-brown form",NULL,"Yap","1950",NULL
"4549","Insects of Micronesia 5(2)","Chelisochidae","Unicolorous reddish-brown form",NULL,"Caroline Atolls","1946",NULL
"4550","Insects of Micronesia 5(2)","Chelisochidae","Unicolorous reddish-brown form",NULL,"Truk","1949",NULL
"4551","Insects of Micronesia 5(2)","Chelisochidae","Unicolorous reddish-brown form",NULL,"Ponape","1946",NULL
"4552","Insects of Micronesia 5(2)","Chelisochidae","Unicolorous reddish-brown form",NULL,"Kusaie","1953",NULL
"4553","Insects of Micronesia 5(2)","Chelisochidae","Hamaxas nigrorufus (Burr)",NULL,"Saipan","1945",NULL
"4554","Insects of Micronesia 5(2)","Chelisochidae","Hamaxas nigrorufus (Burr)",NULL,"Babelthuap","1947",NULL
"4555","Insects of Micronesia 5(2)","Chelisochidae","Hamaxas nigrorufus (Burr)",NULL,"Yap","1950",NULL
"4556","Insects of Micronesia 5(2)","Chelisochidae","Hamaxas nigrorufus (Burr)",NULL,"Truk","1946",NULL
"4557","Insects of Micronesia 5(2)","Chelisochidae","Hamaxas nigrorufus (Burr)",NULL,"Ponape","1953",NULL
"4558","Insects of Micronesia 5(2)","Chelisochidae","Hamaxas nigrorufus (Burr)",NULL,"Kusaie","1953",NULL
"4559","Insects of Micronesia 8(1)","Oligotomidae","Oligotoma (Aposthonia) oceana Ross",NULL,"Kusaie","1953",NULL
"4560","Insects of Micronesia 8(1)","Oligotomidae","Oligotoma (Aposthonia) microniseae Ross",NULL,"Anatahan Is.","1951",NULL
"4561","Insects of Micronesia 8(1)","Oligotomidae","Oligotoma (Aposthonia) microniseae Ross",NULL,"Marshall Is.","1953",NULL
"4562","Insects of Micronesia 8(1)","Oligotomidae","Oligotoma (Aposthonia) microniseae Ross",NULL,"Gilbert Is.","1944",NULL
"4563","Insects of Micronesia 8(1)","Oligotomidae","Oligotoma sp.",NULL,"Ponape","1948",NULL
"4564","Insects of Micronesia 8(1)","Oligotomidae","Oligotoma(Oligotoma) humbertiana (Saussure)",NULL,"Saipan","1945",NULL
"4565","Insects of Micronesia 8(1)","Oligotomidae","Oligotoma(Oligotoma) humbertiana (Saussure)",NULL,"Tinian","1945",NULL
"4566","Insects of Micronesia 8(1)","Oligotomidae","Oligotoma(Oligotoma) humbertiana (Saussure)",NULL,"Guam","1945",NULL
"4567","Insects of Micronesia 8(1)","Oligotomidae","Oligotomo (Oligotomo) saundersii (Westwood)",NULL,"Marcus Is.","1953",NULL
"4568","Insects of Micronesia 8(3)","Hemerobiidae","Annandalia maculosa Carpenter",NULL,"Palau","1952",NULL
"4569","Insects of Micronesia 8(3)","Hemerobiidae","Ananadalia irrigularis Carpenter",NULL,"Truk","1952",NULL
"4570","Insects of Micronesia 8(3)","Hemerobiidae","Micromus navigatorum Brauer",NULL,"Bonin Is.","1931",NULL
"4571","Insects of Micronesia 8(3)","Hemerobiidae","Micromus navigatorum Brauer",NULL,"Volcano Is.","1945",NULL
"4572","Insects of Micronesia 8(3)","Hemerobiidae","Micromus navigatorum Brauer",NULL,"Saipan","1940",NULL
"4573","Insects of Micronesia 8(3)","Hemerobiidae","Micromus navigatorum Brauer",NULL,"Guam","1945",NULL
"4574","Insects of Micronesia 8(3)","Hemerobiidae","Micromus navigatorum Brauer",NULL,"Babelthuap","1953",NULL
"4575","Insects of Micronesia 8(3)","Hemerobiidae","Micromus navigatorum Brauer",NULL,"Yap","1952",NULL
"4576","Insects of Micronesia 8(3)","Hemerobiidae","Micromus navigatorum Brauer",NULL,"Caroline Atolls","1946",NULL
"4577","Insects of Micronesia 8(3)","Hemerobiidae","Micromus navigatorum Brauer",NULL,"Truk","1946",NULL
"4578","Insects of Micronesia 8(3)","Hemerobiidae","Micromus navigatorum Brauer",NULL,"Ponape","1953",NULL
"4579","Insects of Micronesia 8(3)","Hemerobiidae","Micromus navigatorum Brauer",NULL,"Kusaie","1953",NULL
"4580","insects of Micronesia 8(4)","Lepidopsocidae","Cytophania marginata Thorton,Lee and Chui",NULL,"Saipan","1951",NULL
"4581","insects of Micronesia 8(4)","Lepidopsocidae","Cytophania marginata Thorton,Lee and Chui",NULL,"Marshall Is.","1945",NULL
"4582","insects of Micronesia 8(4)","Lepidopsocidae","Cytophania marginata Thorton,Lee and Chui",NULL,"Tinian","1945",NULL
